id,CandidatePreference ,PrimeResponse,Scorer 1_AngerExpressed,Scorer1_FearExpressed,Scorer 2_AngerExpressed,Scorer2_FearExpressed
45380,1,"What would make me most angry about the reelection of Donald Trump would be the confirmation that enough citizens in our country support his standpoints for him to be in office again. Trump winning is a testament that more than half of our country either subscribes to the xenophobia that has lead to the separation and deaths of too many, the racism that has come out of the shadows in recent years, the abuse and defilement of women, ignorance toward scientific facts, the purposeful barriers put in place keeping our poor in poverty, and the write offs so often given to the rich, amongst an innumerable amount of other disgusting attitudes and actions that are- certainly not created by but- given a louder voice by Donald Trump's presidency. ",,,,
45220,1,"I don't think his intentions are very well known, and I don't trust what he will do. Moreover, I don't support many of his statements. For example, he does not believe it is necessary to wear masks at all times. I think masks should be worn all the time and can help stop the spread of COVID-19 very much so. If he does not enforce more rules on the coronavirus, we will continue to be in a pandemic and we cannot go forward in our life and in the world.",,,,
43671,4,,,,,
45417,1,"I am afraid of a lot of things. One is his fan base, majority of them seem to have a mob mentality and they don't actually understand the issues they are supporting. I am afraid of the rights that will be taken away. Trump being Pro-Life, not only threatens the rights of women but everyone in the country, you can not just start taking away one groups rights and expect every other group to be safe. Trump will spend another four years speaking ignoratly and acting inappropriately. He will embaress the United States for four more years. I am also afraid of a civil war that could possibly errupt. Trump does not seem to understand the effects of COVID-19. He has lied about them. He also was able to show boast the treatments he got while the country was dying of the same disease. ",,,,
45364,1,"I would be angry with a myriad of things about him as a person like, the racism, the homophobia, the sexism, the xenophobia, and how he make himself out to be a prideful idiot every time he speaks. I am also afraid of the possibility of riots or something like a race war if he is elected because he has made it clear he supports white supremacists more than everyday BIPOC. I am very angry at his total and complete disregard for science when it come to covid or climate change. He makes me angry in that he only cares about himself, and he is literally killing his supporters at his rallies. He is also selling out our country to Russia and he is Putin's puppet which I find extremely disturbing. I hate to think that all of this would continue and I honestly having a hard time seeing a future for myself if he is elected again. I feel that my livelihood would be threatened. ",,,,
45359,4,,,,,
40873,1,"I am scared that Donald Trump will turn our country into a fascist state. He will use the government for his own benefit and hurt all of its people in the process. More people will die, and covid-19 will continue to spread. We will not beat it. Racial tension in the US will increase and there will be some sort of war. A lot of people will die due to that as well. I will lose my rights to my own body as a woman, and I will lose access to health care. I don't know what the future will look like. The environment will continue to degrade and change rapidly, and it will soon become unlivable. Violence will be rampant and discrimination will continue to increase.",,,,
45576,4,,,,,
43912,1,"I would be afraid for my own life and the lives of others. If Trump wins, he will take away human rights, and people of color will continue to die due to the inequality and racism in the US. I am afraid of COVID, racism, sexism, etc that will be controlling the country. Just the fact that people will literally die as a result of the presidency.",,,,
41605,2,"He doesnt make dissions on his own, he needs other people to do things for him. People need to grow a thicker skin and not get so offeded easily. I have high respect for the police... and low respect for criminals. joe bidan is rasist he passed a law a while ago negativly impacting african amercans. I am jewish and, Trump is for the jews, he has done more for isreal and the jewish people of our society than any pesedent, and that is why my vote lies with him. he gets things done and he isnt afraid of anyone, he dosnt care that people hate him... he still stands by america, and I belive he will make it great again! 

-anonymously speaking (because joe biden supportors will hate you for sharing youre opinion)
I am truley afraid to tell other people what I belive because of how they will react to me exeriscing my rights of freedom",,,,
45169,4,,,,,
43900,1,"Donald Trump being reelected would mean that covid-19 would run rampant in our country and countless more lives, possibly millions would die or come away with irrevocable harm done to their body due to his incompetence in dealing with the virus.",,,,
40862,1,"I think what would make me most angry about the future where Donald Trump wins is that it shows that as a country, we are okay with supporting innately racist ideals. He has consistently expressed his hate for immigrants and people of color as acting president which has been tearing apart this country. If he gets elected, then we will continue to separate from each other and will find it extremely hard to work together to battle other issues such as climate change. ",,,,
44935,1,"I am so concerned women’s reproductive rights, DACA, foreign affairs, and minimum wage will all be completely disregarded if he comes into power. Women’s rights will be lost whether that means access to abortion EVEN IF CONCEPTION IS DUE TO RAPE, access to birth control will be limited as well. Kids and not adults safely in this country due to DACA could be deported even afternoon leading long and difficult lives benefitting this country, they will be punished for their citizenship status that is entirely out of their hands. For this country to outright disrespect its roots would disgrace the many Americans who came here as immigrants. The entire idea of the great American melting pot is destroyed. Additionally if trump remains as president befriending DICTATORS, THE TALIBAN, among other disgusting dangerous people, our foreign allies will leave us.",,,,
41791,1,He's a fucking white supremacist with no regard for human life. Take that as you will.,,,,
44309,1,"Donald Trump supports white supremacy and is a danger to all people, specifically to minorities and women. If Donald Trump wins the election it will make me most angry when he continues to ignore climate change as a huge issue. Trump does not believe in science and does whatever is in his own personal best interest. When he pulled out of the Paris Agreement, it was clear that he truly has no intentions of saving the planet. This is most likely completely attributable to his economic ties in the matter as well as the fact that his supporters don't believe in climate change either. He will do nothing to stop the terrible fate our planet is headed for and it is us who are going to have to face the consequences. ",,,,
41244,1,"I think that the pure face of the possibility of Donald Trump being elected again is so frightening and enraging. He is not only a terrible person, but his policies changes have endangered the lives of so many people in the United States. It baffles me that he still has supporters from minority communities (gender/race/religion) even after all the heinous things he has said and done against people who do not look and sound like him. I am scared to bring children into a world where the leader of our country envois so much hatred towards others just for the color of their skin, their sexual orientation, their identity, religion and any other identifying factors that make someone ""different"" than him. The childlike behavior displayed time and time again is not someone who should be in charge of making life-altering changed for citizens of the United States.",,,,
42359,1,"The thing I am most afraid of if Donald Trump wins the election is that our country will be even more divided than it already is. Donald Trump is fueled by hate and uses fear tactics to manipulate American citizens against each other. He thrives off of the division of the Democratic and Republican Party. While these parties are separate for a reason, we are all still Americans and apart of the same country. Under Donald Trumps leadership it feels almost as if we are about to enter a civil war, where people who are not cis gendered white men will be targeted. Donald Trump is a narcissist who has not protected the rights of every American. He only cares about himself. ",,,,
43573,1,,,,,
45193,1,,,,,
45193,1,,,,,
45278,1,"I do not support Donald Trump because of who he is as a person which greatly effect his political behavior. He makes too many things political that shouldn't be and turns people away from helping those in need. I am afraid because he has said various times he will not let go of his position easily and that he is not leaving. After one of the debates where he refused to acknowledge white supremacy there were tons fo posts from ""proud boy"" groups saying they stand behind him as he told them during the debate to stand by rather than addressing them as an issue. This makes me afraid for if he loses to Biden (hopefully he does) because all those groups on ""stand by"" may act on in anger. 











",,,,
,1,"I would be angry if Donald Trump won because I feel that he promotes racism, homophobia, and sexism. He was also incompetent with dealing with covid during the first wave and the second wave has already started. I do not see any actions being taken to improve conditions. I just feel that it is going against basic human rights if he won ",,,,
44433,,,,,,
31697,1,"I think something that makes me really angry about Trump winning is that our economy, politics, social justice, everything has worsened under him. Crimes based on race and religion have increased under him and will continue to do so if he wins. He promotes a racist and discriminatory agenda, especially against people of color, Muslims, immigrants, etc. There have been many violations of the constitution, human rights violations (children in camps), 200,000 people dead from COVID, ALL of which he refuses to take responsibility for. He is the most unprofessional and unfit president the US has had so far, and if he wins, it's bad news for everyone. Racism, Islamophobia, hate crimes, will also continue to increase if he wins this next election.",,,,
36592,4,,,,,
37881,1,"I would be angered because of the lack of emotion and care that he shows black people and any other minority in this country. He has said disgusting and degrading thinks about immigrants and black people over the years of his presidency. He shows little to no empathy or remorse for people who have been separated from their families in ICE camps, or the lives lost during the height of the BLM protests. If he wins the future of minorities in this country will not improve, and we will go another four years in fear of what this government will do.",,,,
31961,1,"I'm quite afraid of a few things that may happen if he were to win. One would be that his continued interference into foreign policy could actually lead to a world war. Also, people would actually riot a lot more if he were to be elected again and it would be way worse. Additionally, his administration will lead to the reversing of a lot more of the laws that were passed that have been a positive influence on society.",,,,
37796,1,"If Donald Trump wins the next presidential election, it will be perhaps the end of America. How is it possible to allow a conservative, close-minded, sexist, racist, and white supremacist to take office, once again, for four more years will be very ridiculous. As someone who is a part of the LGBTQ+ community, a woman, and a minority, a lot is in danger for me. IF he wins, it will not show what America stands for. Yes, America perhaps was build on racism and on a lot of bad mess but I believe that this future generation wins and with him being on office, there would be no change in office. Donald Trump does not care about global warming that is happening and with him not being in the Paris Act, it seems that we wouldnt have that many years left in Earth. Also, he really is stubborn so he never wants to listen to other opinions, hes so selfish and he only thinks about himself and what the white conservatives believe in, but that does not even show what perhaps most of the country believes in. I think what would make me more angry at this would be the fact that he will keep pushing the wall on the border, as someone who most of her family is immigrants, it feels like a joke. Immigrants are what makes the country and for him to act like they are drug dealers, rapists, and criminals, is not even why most immigrants come to this country. ",,,,
37829,1,"I would say the thing that makes me most afraid about Donald Trump winning is that the majority of the policy which he enforces favor the rich pumping trillions into the stock market and many more. I would hate to see more policys, actions, and or bills that would make the rich even richer while making the middle-class shrink maybe to the point of nonexistence.",,,,
36305,1,"Most people who support Trump do not care about this issue, but I am most afraid of the compiling number of lives that will be lost from COVID-19 specifically due to his inability to not only recommend masks, but his inability to concede to the fact that this disease is serious and is causing not only health issues but economic collapse. I am also scared that Trump will allow law enforcement to have even more liberties to oppress minorities and abuse their powers. Even with Trump as our president NOW, we have absolutely no collective view or understanding of how to continue our lives in this pandemic. We are scared with no leadership and need some form of structure to be able to get out of this impending economic downfall.",,,,
38616,4,,,,,
34747,1,"Donald Trump would not be a good president for so many reasons. One of the main reasons that he is not fit, is how he reacted to COVID-19. He opened business back up while we were still spiking, and did not care for the spread while calling it the ""Chinese Virus"" and was being racist towards Chinese people. Other countries have a better system of handling the Corona virus, and Trump shows that he cannot handle having to deal with a global pandemic. America has the most cases, and Trump is telling everyone to act normal and go about their regular business as usual. Trump actually contracted COVID, and told people not to fear the virus because we have amazing doctors who will push out a vaccine soon. He is saying it to calm the media and America, but we know that this is not true. He does not endorse wearing masks as strongly as Biden does, which shows how Trump has made wearing a mask political, when it should not be. So many people who support Trump also do not believe in wearing masks now, because their leader is telling them not to fear the virus, and not even wearing a mask himself. This leads to higher cases of COVID, and a wide range spread of the disease that could have been prevented.",,,,
,,,,,,
37399,1,"In terms of Trump winning, I think it would further incentivize what I believe is a small group of white nationalist group to encourage more radical behavior. Since he's taken office in 2016, hate crimes against immigrants and people of color has risen significantly, partially due to his insensitive comments that indirectly encouraged racism in our country. Moreover, he's done an excellent job at further dividing our country, as it now feels more polarized than ever. This vast polarization no longer consists of economics or the way a country should be run, but has and will continue to extend on humane issues as well. ",,,,
37334,1,"In my opinion one fear I have if Donald Trump wins is the fate of immigrants in this country, in particular immigrants from Mexico. They have been treated very poorly during this current presidency and I feel like there will be even more hatred towards innocent immigrants for four more years. They deserve equal opportunity just like anyone else and do not deserve a negative label to be attached to them. ",,,,
38770,1,"I think it is more of a shameful or disappointed feeling rather than anger to see President Trump continuously acting ignorant toward problems. Apart from the fact that Trump has continuously failed to acknowledge issues related to widespread racism, sexism, gun violence, white supremacy, climate change and minority discrimination, he himself is mentally sick. When I see him talk, it is so hard for me to accept him as the President of America. He says anything that comes to his mind, and that reflects his manners, etiquettes, and prior educational background. It is true that education has no link with integrity, that is to say that no matter how educated you are, if your mindset is negative or disrespectful, you will always be like that. But this is the President. He has advisors that can tell him or teach him to say the right and neutral words because his words have weightage and influence on the people. His words are responsible for the sudden spark of gun violence cases in high schools and universities in the U.S. When he is irritated or angry, instead of swallowing it down, he actually shows his emotions on social media. It almost feels like he is the kid who never got the true love of their mother in childhood. Without a doubt, that has made him look very narcissistic. If I have to go through this all over again, I will be sad but not angry. Now I understand why America was crazy for former President Barack Obama. I saw Obama talk and walk and interact with the public. It was exceptional and he was one of a kind. When Obama spoke, it showed that he had been through growth and hardwork. It showed how polished his personality was. He didn't come in front of the camera or on twitter and just start saying garbage and especially lies. I don't know if America will ever be privileged to get a splendid president like Obama again.  But if Trump wins, I will not be surprised.",,,,
33891,4,,,,,
35754,1,"If Donald Trump wins a second term, of course, I will be upset and angry because of it. I will be angry and upset because he keeps spreading lies about how there will be a vaccine for Covid-19. He has made up lies about how it will go away by Easter, then when that did not happen, it will go away by the summer because of the heat. That did not happen, either. He then suggested that Americans inject bleach and disinfectant to get rid of the virus, and when some people actually did it, he said that he takes no responsibility for it. Donald Trump does not have a plan to keep Americans safe. He plans on doing more harm to them, taking their healthcare away when they need it the most, and he does not care about the lives of the people in his country. All he cares about is himself and the money he does not have. He treats everything as if he is still on a TV show rather than an actual president of the United States.",,,,
36698,4,,,,,
31902,4,,,,,
31703,1,"I will be angry about the further mishandling of the coronavirus pandemic by Donald Trump. He continues to lie to the world, which has lead to the death of over 200,000 Americans. He downplayed Covid-19 from the start when the country could have started gearing up for it earlier, he continues to tweet and say things about how coronavirus is no bid deal when there have been so many lives lost all across the world from it, and he continues lying about an upcoming cure in the following weeks when there won't be one. Donald Trump will not be able to help the coronavirus pandemic and will not be able to get us back on track. He also continues to disregard the advice of medical professionals who have spent their lives studying for this exact purpose. He will not listen to facts or science, but rather make up his own rhetoric to suit himself, which will lead to the death of many more Americans.",,,,
31303,1,"What I'm most afraid of happening would be the loss of rights for minority groups such as those who identify as LGBTQ as well as further policy brutality going unchecked. As these past four years have unraveled, there has been an ""us against them"" feeling that is especially felt as of now, if Trump wins I feel as if those sides will become further polarized as our country continues to fight within itself. Trump's rhetoric has encouraged radical thinking and has led to hostility towards anyone who opposes Trump and the ideology of his platform, at the end of the day people are people and I wish we could all just look at one another as humans, if Trump is reelected I'm afraid that further division will occur and violence will ensue.",,,,
38566,1,"Donals trump is a joke of a politician. What I am most afraid of is the lives of millions of Americans, particularly minorities. Having the executive leadership basically endorse white supremacy is what frightens me. Another thing that frightens me is how he is handling the COVID 19 pandemic. Thousands of Americans have died due to his negligence and inability to see the seriousness this pandemic ensues. 
",,,,
37545,1,"One thing that would make me the most angry is he wins is his fan base. So many people are blinded to his actions. He has been incriminated publicly and still no one does anything about it. Rather his supporters find a way to justify his actions. He is clearly racist, homophobic, xenophobic and etc. He even explicitly said to grab a women by her private parts. But when his fans were confronted about this they replied with ""boys will be boys"" which is a completely false argument. Whoever you are you are responsible for taking accountability of your actions. His fans will just straight up deny whatever accusations go against him. Even when they are true which in many cases has been proved through extensive investigation. His supporters need have created a cult like mindset to defy anyone who goes against him. Even his own family members attests to Donald's lack of intellectual ability. But his supporting fans cherry pick what they want to hear. Rather then thinking so emotionally they need to logically view what he is doing and what the consequences are for that. ",,,,
34783,1,"If Donald Trump wins the election there will be absolutely NO protection for the minorities in this country and hate crimes will only increase. Climate change will only reach the point on no return, so nobody's future will be guaranteed for 10 years. Also, women's rights will be off the table because of the republican's hypocritical decision for Donald Trump to confirm his Supreme Court Justice Amy Coney Barrett, who will close all of the doors Ruth Bader Ginsburg opened for women in government. Roe v Wade will be overturned, and so many women's health will be compromised. Also, COVID-19 will just get worse and keep killing people because of Trump's lack of relying on science and his whole ""approach"" which is blasphemy. So many Americans have died or lost their jobs, just because this fool didn't utilize the precautions that were literally handed to him by the Obama Administration and continued to downplay the seriousness of the virus. Taxes will get worse for poor Americans and Trump will continue to allow tax loopholes for big companies. There will just be lack of justice in every department.",,,,
38479,1,"His complete lack of moral compass in the second term would allow him to easily create any policy that would continue to harm poor and lower middle class families. His increased taxes during his first term for this group were already harsh, in his second term it can be even worse since he does not have to worry about reelection. ",,,,
32419,1,"I’m on the autism spectrum. I feel a future where Trump is re-elected is one where minorities are mistreated and not seen as equals. This alone makes me really upset, angry, and even a little scared that people would even consider re-electing him. The way he views racial minorities and women as a whole is very disrespectful and I don’t feel his views on people with autism would be any different.",,,,
35307,1,"I am afraid for the social changes that will come of this election if Trump wins. His nomination, Amy Coney Barrett, has very conservative views that will harm many groups of people (LGBT, POC, and women). If he wins, a woman's right to abortions will likely be revoked, which only leads to unsafe abortions. Healthcare will be expensive and not widely accessible to those who are poor. Black people especially, and also immigrants, will continue to be discriminated against for the color of their skin. Racism and homophobia will also increase. 
Also, Donald Trump is very severely against any COVID safety precautions. He has not done anything to protect his citizens from this pandemic and will continue to ignore it if he gets reelected. Many more hundreds of thousands will die, and even then he will not enforce vaccines or masks, so the country will be in a public health crisis for years to come.
Trump also does not care for the environmental consequences of his actions- he does not believe in any environmental policies that will help keep the country a cleaner place for his constituents (he doesn't care because he won't be here to see the consequences).
Under his presidency, LGBT parents have been turned away from adoption agencies for the sole reason of being gay.",,,,
37753,1,"The lack of concern for the environment and how much of the laws protecting it created during the Obama administration have been gutted. The US needs to set an international example fighting the effects of climate change, and leaving the Paris Climate Accord shows the rest of the world that we are not interested and may further demotivate them to make changes to their own economies. We as a country need to take an initiative, and we have taken many steps back and will continue to with another 4 years of this administration. That is why this election is incredibly important in the bigger picture. ",,,,
37619,1,"During the pandemic, I am afraid that Trump has put more people at risk for covid since he had covid. But then he said he didn’t. This concerns me because he doesn’t follow the standard protocol of wearing a mask, since he is the president he is suppose to be a role model for our country. Before he made a joke about covid not being serious, but the numbers say otherwise. If he doesn’t take covid seriously then how is he expected to run the country.",,,,
36793,4,,,,,
30855,1,"So as you probably heard, Donald Trump was impeached for his conduct regarding Ukraine and his quid pro quo corruption scandal. The thing is, though the house impeached him, the republican senate let him go free in order to protect him. If donald trump wins, and god forbid the republicans hold even a slim majority in the senate, that would be disastrously bad for the integrity of the US government. If donald trump was able to get away with criminal conduct during a time when he was still going to be held accountable by the american people in an election, imagine the rampant corruption he will stir when he doesnt have to even think about getting reelected or the public perception of him. The senate already showed they dont care about how illegal his activities are. He could get away with anything if he wins.
",,,,
37447,4,,,,,
29189,1,"Donald Trump's ideals show to be generally self-serving and his ideals support narrow-minded, hypocritical ways. I'm afraid that his ideals only encourage hate, exclusivity, and white supremacy. I'm afraid he'll take away all the efforts done by others that practice social equality and acceptance of diversity. He shows that his plans for America are mainly beneficial to him and those who follow him. This sort of exclusivity only tears apart the current American culture, which is a mixing pot of diversity. While he preaches for an American dream, the reality is that the American dream can only be achieved by a very select few, while everyone else struggles. It feels as though there's a filter in Trump's lenses and is not seeing the realities that many Americans face. ",,,,
32029,1,"One thing that would make me most afraid if he wins the election would be discrimination against other ethnicities. Trump clearly approves and is towards to using a person's religion, sex and ethnicity to make them feel less of a person. I am Mexican-American and I am from El Paso, Texas. I hope you are familiarized with El Paso since in the years 2019 there was a massacare at a Walmart where 23 people where killed by a man from Allen, Texas. The terrorist (yes, that is what he is, a terrorist) drove 10 hours from Allen to El Paso to target the hispanic community. He even wrote a manifest praising Donald Trump about why he did it. If Trump wins, I am afraid more crimes against a certain community will happen more often. ",,,,
36173,1,"He’s literally been accused of sexual assault MANY TIMES! And trump supporters seem to ignore this. He is also pretty racist in my opinion and people seem to neglect to see this. He’s said too many rude things too and people really want him to stay in office for 4 more years??
",,,,
37505,2,"I would be most afraid of what our countries economy would turn into. I think that the democrats are going to shut down everything again and it's going to cause a lot more hurt than help. I think that the coronavirus is causing way way too much of an effect on their policy that is unnecessary. I believe the statistics show that it's just not as bad as people think. There is absolutely no need to shut down our economy and our lives when this disease does not pose a significant health threat among other things to a very vast majority of people in our country. I'm afraid our nations Military will be diminished, I think the democrats are soft and Joe Biden will be pushed around by foreign powers and the US could lose it's power and dominance among the worldly nations. Also his brain is fried, I'm worried about his mental health. It would be embarrassing to have him as president.",,,,
36060,1,"If Donald Trump wins the 2020 election then he will further endanger the lives of Americans as well as those abroad. He has mishandled the pandemic and cost hundreds of thousands of lives. While other countries are trying to eradicate the disease, the Trump administration has given up on doing so and now wants Americans to adjust to this. This is awful because people will continue to die for no reason. So many of these deaths were preventible and it's terrible that so many people have lost loved ones because Trump won't assume responsibility. The way online learning is set up also puts people with less resources at an extreme disadvantage and will further deepen education inequality. Even before the pandemic Trump was an awful person which put out a newspaper ad calling for the death of the Central Park Five. The Central Park Five were teenagers when they were wrongly accused of a crime and Trump wanted them to be murdered. If he had gotten his way 5 innocent children would be dead right now. He has a history of racism and antiBlackness, as him and his father refused to have Black tenants. He called predominantly Black countries ""shithole"" countries and he has been one of the most racist presidents ever elected. Along with that he sexual assault allegations in the double digits and to be honest he's a horrible person who is not seeing heaven. He called for protestors to be shot, which is ridiculous especially considering protesting is legal. Even if it wasn't, nobody deserves to die for fighting for their rights. Racism and white supremacy existed before him and will exist after him, but it is incredibly dangerous to have him in the White House right now. The safety of people of color, the climate, women, etc is on the line. Electoral politics won't save us alone though, people need to spend time helping their own communities whether via community fridges, free breakfast programs, groceries, tutoring, mutual aid, etc. ",,,,
37137,4,,,,,
37465,4,,,,,
38320,1,"The most important thing I am afraid of if Donald Trump wins is the balance of the supreme court. If Donald Trump wins and is able to appoint the nominated judge there would not be balance and equal representation of both parties. I am also concerned about the polarization of the whole country. Ever since Donald Trump has been president, the country has been very polarized and tends to support a party not because of the party's policy as a whole, but because of their alignment and affiliation with the party. This causes work to be undone and important policies to be overlooked because everybody is too busy declining the policies and bills the other party proposes for unjustified reasons.",,,,
37966,1,"What would make me most angry if Donald Trump were to be reelected would be that he will continue to encourage racism, xenophobia, and Islamophobia, whether directly or indirectly, on the largest platform in the world. In four years, he has already managed to make it clear that he can't criticize white supremacists and has basically acknowledged that they are on his side. That is utterly unacceptable for the president of the US, and another four years of this could seriously cause the next civil war. The amount of comfort with their hate that bigots are now feeling under his presidency is not okay, and it will get much worse if he is to serve another term. It's also quite infuriating that he has sat idly by while millions of people are in concentration camps and literal genocides are taking place on the other side of the world. He refuses to take a stand against the horrible injustices committed by Saudi Arabia, Israel, China, and India, all because he doesn't want to do anything that might lose him the economic/political favor of these countries which would hurt his reelection chances.",,,,
34469,1,There are many things that scare me with the upcoming election and the possibility that Donald Trump could continue to be President. However two of the scariest things for me are his views on white supremacy and the supreme judge he elected who doesn't believe in women's rights. Donald Trump has voiced his agreeance with white supremist groups on national television thus there's no telling how far it will go in the future with him in charge. I fear for my minority friends and family.  The fact that he chose a supreme court justice that is against gay rights and women's rights scares me as well. She does not believe in birth control nor does she believe that women are allowed to make their own decisions. Under her ruling women will be treated like hand maids. These are two issues I'm particularly afraid of.,,,,
37131,4,,,,,
34410,1,"If Donald Trump wins, I will lose hope in the United States. Donald Trump has said some of the most racist, sexist, and xenophobic things, and if he wins again, it will truly make me lose trust in the people around me. How could someone still vote for him while knowing what he stands for? I am Muslim, and I wear a headscarf, so I would feel the same feeling I felt when he first won, which is a mixture of fear and disgust. It would hurt worse this time though, because atleast the first time I could say this was all a big mistake. If he wins again, it would be evident that the people of the United States do not care for people like me.",,,,
37102,4,,,,,
38633,2,"I would be upset if Joe Biden Made all promises to Americans on a reformed healthcare system, and doesn't back up his words with actions. The Democrats have a history of speaking lies to Americans, and never following up.
A lot of young people are relying on Joe Biden to come through with his promises in reforming the American Justice System. Therefore, he's carrying that baggage on the table. 





",,,,
37202,2,"I am afraid that if Joe Biden gets elected, that it will be proof that the media has a hold of the country. The prominent forms of media present him as the only logical candidate without representing any of the negative qualities or inconsistencies that he presents. On the other hand, Trump is only shown as his shortcomings, not showing the positives or even accurately depicting his ""failures"" in the terms of his presidency. Nothing is shown about the economic boost since Trump's presidency, the best it's been for the past few presidents. Obama caused a huge dip and made bad decisions in the recession that caused it to regress. The media has hidden anything that is against the Democratic party and even in small things, pushes the party lines.",,,,
37874,1,"I am most afraid of the rights he will take away as well as how he will increase racial, discriminatory and climate issues that America faces right now. If he were to win the election I fear his four more years will do more damage than could easily be fixed. For instance waiting an additional 4 years to act on climate change could result in it becoming irreversible. He could further racial divides and the ability for people to discriminate minorities and people of the LGBTQ community by simply not discouraging their prejudice behavior and portraying that behavior himself. ",,,,
36733,1,"I am not okay with Donald Trump winning the presidential election because he is not the right face to represent the United States of America. His lack in knowledge and decision making in certain subjects make him a bad candidate to run this country. Especially, his policy regarding climate change and environmental protections. He does not give high regard to environmental policies, Trump gives more attention the businesses and how to grow the US economy. He disregards the impacts that the environment can have on populations if we do not take care of it. We can do this by lessening greenhouse gases, control business growth in protected areas, electrical cars and housing. ",,,,
37428,1,"Personally the biggest issue I have is corona , President Trump doesnt seem to take it seriously at all , he barely wears the mask and tells people to take it off at times. Im scared if he is reelected the spread of the corona virus will worsen and more lives will be taken.",,,,
37381,2,"I believe if Joe Biden wins than the thing I would  be most concerned with is healthcare. He wants to give everyone free healthcare, including people that have entered this country illegally. If this happens we will then have to pay more money in taxes because we will then be having to pay for the healthcare through taxes. Therefore, essentially we are paying for people who came her illegally to have free healthcare. I also believe that he will want to take away guns, which I don't personally own guns, but the thought of people not having guns to protect themselves seems scary. Especially if I was having to live alone and didn't have a gun to protect me from people who try and break into my house or harm me in some way. ",,,,
38595,4,,,,,
38662,2,"The thing that scares me most about Joe Biden winning is his willingness to concede to the far left, his refusal to condemn left wing extremism, his idea of joining the Paris Climate Agreement, court packing, and the media's willingness to cover for him. Joe Biden's corruption also scares me and I think he will sell us out again to the highest bidder, and the news outlets will not say a word, in fact the news will lie to help him. When it comes to critical race theory he supports the the idea, critical race theory is openly Marxist and highly racist, books like ""White Fragility"" seem to be written by white supremacists. I can see the democrats repealing civil rights legislation in California, and other places in the west coast are implementing neo-segregation; as a mixed race person this scares me the most. As for Biden's supporters, they openly treat me with hostility for supporting Trump, I see in the media Trump supporters being shot and Biden refuses to condemn the actions, just the other day in New York, a van full of ""Jews For Trump"" had a Biden support run up and pepper spray the family inside (including kids), I see in the media democrat's calling for ""Truth And Reconciliation"" councils which seek to expose Trump supporters. If Joe Biden is elected I see these people being emboldened and going more extreme. I also find Joe Biden being open to the idea of court packing extremely alarming, even Ruth Bader Ginsburg opposed court packing. I can also see big tech censorship growing more extreme under Biden because the DNC refuses to acknowledge the existence of censorship online. The last thing that scares me about a Joe Biden presidency is we do not know what he will do and the media refuses to push him on that, the fact that Biden can say ""the voters don't deserve to know my position on ____ until after the election"" should send alarm bells to everyone. Kamala Harris also scares me even more than Biden does, the fact she's an overt authoritarian that uses the police to terrorize black communities and withheld evidence so she can keep her prosecution record good scares me, there is no telling what those two will do given power. ",,,,
28635,4,,,,,
36898,1,"Donald Trump is racist, sexist, homophobic, and xenophobic. Allowing Donald Trump to become President of the the United States has given a voice to the morally lowest members of society. He has not condemned white supremacy. He has spread fear and division. If he acquires another presidency he will continue his harmful agenda. His actions have reminded the world that America is not equal or safe. America is a place of continued racism, sexism, and danger. We need to live up to our rally cry and we can not do it with Trump as a leader. America needs to become the home of the free for everyone. ",,,,
29175,4,,,,,
38857,4,,,,,
32748,1,"If he wins the social issues of the country will not improve as rapidly, he has said time and time again that Black Lives Matter is a terrorist organization. The way that he has handled the pandemic has been awful. Everyone in his inner circle does not stay around for very long. He is a very shady person who hangs around shady individuals, I personally do not trust him. His rhetoric is polarizing and has divided the country to a significant extent. He prays on the ignorant to support him. He promises big tax breaks to help big business but he clearly does not care for the everyday struggles of the modern day american. ",,,,
38226,1,"I and many of my close friends are either a member of the LGBT community or strong allies of the LGBT community. As a whole, I feel that America is more of an accepting country towards queer folk when compared to some other countries, however, I still feel there definitely could be more laws and regulations on paper when it comes to ending the institution's support of discrimination against the LGBT community. The Trump administration has continually made efforts to dismantle anything that could be considered progress on this front. Just recently, his administration pressured a university into getting rid of its trans-inclusive athletics programs. At the federal level, his administration has time and time again tried to reverse the legalization of gay marriage as well as get rid of the recently passed verdict that made firing someone over their sexual orientation illegal. In Texas, his administration has recommended a rule that permits social workers from turning away clients based on their sexual orientation. So many people in this country struggle to feel accepted for who they are and who they love, and the Trump administration has constantly and blatantly made efforts to further hinder the success of people within the LGBT community. It's 2020, and the President of the United States is making efforts to further legalize discrimination. He's already gotten away with so much. If he were reelected and had four more years to further push his conservative views on the country, who knows what could happen. ",,,,
33677,1,"This pandemic is unlike anything we have experienced before. Not because COVID is deadly, we have had plenty of deadlier diseases spread throughout time but because we are susceptible to so much information about everything that is going on in the world. We need order, we need to trust the infectious disease/healthcare professionals on what to do to eradicate this disease, not do whatever can help the economy because the longer things persist the way they are, the more economic turmoil there will be. I do not think Donald Trump understands that. If he is still president, this issue will persist for MUCH longer.",,,,
29262,4,,,,,
